WormBase Gene ID
WBGene00001502
WBGene00001168
WBGene00004430
WBGene00004477
WBGene00000552
WBGene00004408
WBGene00000066
WBGene00004417
WBGene00004470
WBGene00004425
WBGene00004476
WBGene00004436
WBGene00001386
WBGene00004473
WBGene00006537
WBGene00000472
WBGene00006439
WBGene00004429
WBGene00001971
WBGene00002005
WBGene00004428
WBGene00004487
WBGene00004413
WBGene00004475
WBGene00004409
WBGene00004414
WBGene00004472
WBGene00021350
WBGene00006528
WBGene00006725
WBGene00004415
WBGene00004495
WBGene00000915
WBGene00004427
WBGene00004432
WBGene00004418
WBGene00009119
WBGene00018519
WBGene00003934
WBGene00012759
WBGene00004478
WBGene00004450
WBGene00004484
WBGene00004493
WBGene00004441
WBGene00004481
WBGene00004424
WBGene00004474
WBGene00006728
WBGene00001137
WBGene00004479
WBGene00004471
WBGene00001679
WBGene00001648
WBGene00004499
WBGene00010556
WBGene00004456
WBGene00004494
WBGene00004446
WBGene00011884
WBGene00004482
WBGene00004452
WBGene00004426
WBGene00015687
WBGene00004431
WBGene00004420
WBGene00004449
WBGene00004423
WBGene00004486
WBGene00004416
WBGene00022336
WBGene00004357
WBGene00004454
WBGene00004435
WBGene00004469
WBGene00004421
WBGene00010419
WBGene00004483
WBGene00004443
WBGene00004433
WBGene00004496
WBGene00001196
WBGene00004497
WBGene00003920
WBGene00001684
WBGene00019900
WBGene00002344
WBGene00000248
WBGene00000802
WBGene00004419
WBGene00006911
WBGene00003902
WBGene00004485
WBGene00002045
WBGene00000229
WBGene00001558
WBGene00006833
WBGene00004439
WBGene00019831
WBGene00004412
WBGene00001745
WBGene00004807
WBGene00019327
WBGene00004488
WBGene00004492
WBGene00006727
WBGene00006529
WBGene00004480
WBGene00020894
WBGene00004453
WBGene00004951
WBGene00008505
WBGene00009688
WBGene00019466
WBGene00016493
WBGene00004498
WBGene00001167
WBGene00006803
WBGene00000883
WBGene00002980
WBGene00004442
WBGene00008920
WBGene00012354
WBGene00006587
WBGene00004410
WBGene00008262
WBGene00004274
WBGene00004434
WBGene00011059
WBGene00013463
WBGene00000064
WBGene00003153
WBGene00002065
WBGene00004445
WBGene00018491
WBGene00016977
WBGene00001946
WBGene00012553
WBGene00004490
WBGene00004266
WBGene00004447
WBGene00011156
WBGene00017121
WBGene00004440
WBGene00007646
WBGene00009454
WBGene00000879
WBGene00000475
WBGene00000263
WBGene00007385
WBGene00009161
WBGene00004489
WBGene00004448
WBGene00000230
WBGene00022042
WBGene00017925
WBGene00000170
WBGene00004143
WBGene00014095
WBGene00009050
WBGene00022089
WBGene00021890
WBGene00022599
WBGene00020696
WBGene00018846
WBGene00003903
WBGene00001427
WBGene00000183
WBGene00007219
WBGene00001682
WBGene00003989
WBGene00000371
WBGene00011273
WBGene00019061
WBGene00002007
WBGene00000182
WBGene00006924
WBGene00006536
WBGene00012148
WBGene00003162
WBGene00001173
WBGene00006519
WBGene00020209
WBGene00019001
WBGene00044667
WBGene00006434
WBGene00009574
WBGene00022127
WBGene00002083
WBGene00003588
WBGene00014213
WBGene00004732
WBGene00004167
WBGene00006917
WBGene00022235
WBGene00021486
WBGene00007030
WBGene00001005
WBGene00003901
WBGene00016258
WBGene00011304
WBGene00001538
WBGene00000380
WBGene00020181
WBGene00000207
WBGene00004491
WBGene00012471
WBGene00010244
WBGene00002202
WBGene00021420
WBGene00003964
WBGene00006791
WBGene00000293
WBGene00013709
WBGene00006786
WBGene00004444
WBGene00020275
WBGene00003818
WBGene00013025
WBGene00000833
WBGene00001747
WBGene00003052
WBGene00010130
WBGene00006753
WBGene00003963
WBGene00001746
WBGene00004032
WBGene00002363
WBGene00001393
WBGene00010260
WBGene00016250
WBGene00006920
WBGene00000114
WBGene00002000
WBGene00000092
WBGene00004046
WBGene00006433
WBGene00000041
WBGene00000542
WBGene00013311
