WormBase Gene ID
WBGene00000675
WBGene00006928
WBGene00006927
WBGene00004062
WBGene00017691
WBGene00006925
WBGene00000716
WBGene00011753
WBGene00017881
WBGene00011000
WBGene00194674
WBGene00000670
WBGene00000597
WBGene00005002
WBGene00021742
WBGene00013986
WBGene00018138
WBGene00017962
WBGene00016664
WBGene00020592
WBGene00017436
WBGene00013392
WBGene00022508
WBGene00011446
WBGene00011432
WBGene00020516
WBGene00011487
WBGene00001244
WBGene00008560
WBGene00010064
WBGene00000757
WBGene00017772
WBGene00000786
WBGene00016361
WBGene00021743
WBGene00001155
WBGene00015802
WBGene00016303
WBGene00019978
WBGene00016957
WBGene00016644
WBGene00004989
WBGene00007963
WBGene00022245
WBGene00001243
WBGene00013007
WBGene00003055
WBGene00017730
WBGene00011153
WBGene00015037
WBGene00044535
WBGene00018811
WBGene00016274
WBGene00004352
WBGene00012428
WBGene00021779
WBGene00003704
WBGene00008823
WBGene00021160
WBGene00001692
WBGene00003983
WBGene00016453
WBGene00018340
WBGene00021136
WBGene00007521
WBGene00012615
WBGene00001775
WBGene00006929
WBGene00017301
WBGene00015912
WBGene00004750
WBGene00011689
WBGene00000680
WBGene00012851
WBGene00016892
WBGene00000388
WBGene00020665
WBGene00000752
WBGene00015894
WBGene00016486
WBGene00012436
WBGene00008537
WBGene00007282
WBGene00009334
WBGene00011615
WBGene00021053
WBGene00006930
WBGene00011431
WBGene00013699
WBGene00018437
WBGene00007071
WBGene00015355
WBGene00000696
WBGene00011809
WBGene00018424
WBGene00012251
WBGene00010483
WBGene00017780
WBGene00008205
WBGene00013233
WBGene00000754
WBGene00014667
WBGene00012492
WBGene00014516
WBGene00011152
WBGene00006902
WBGene00016027
WBGene00018455
WBGene00010953
WBGene00011691
WBGene00003485
WBGene00004816
WBGene00015011
WBGene00016823
WBGene00009824
WBGene00007290
WBGene00018438
WBGene00044692
WBGene00007565
WBGene00007225
WBGene00008536
WBGene00001156
WBGene00006546
WBGene00020261
WBGene00011509
WBGene00005008
WBGene00013383
WBGene00019922
WBGene00045498
WBGene00018488
WBGene00017532
WBGene00045268
WBGene00000075
WBGene00013393
WBGene00013698
WBGene00013083
WBGene00004112
WBGene00010808
WBGene00016943
WBGene00000656
WBGene00010066
WBGene00018808
WBGene00021730
WBGene00020962
WBGene00007332
WBGene00020182
WBGene00012672
WBGene00000460
WBGene00017263
WBGene00010492
WBGene00021070
WBGene00011475
WBGene00004813
WBGene00219803
WBGene00022586
WBGene00007964
WBGene00000988
WBGene00007315
WBGene00000731
WBGene00009237
WBGene00015116
WBGene00000693
WBGene00010519
WBGene00021263
WBGene00003601
WBGene00011388
WBGene00011342
WBGene00016485
WBGene00012916
WBGene00022645
WBGene00003766
WBGene00000115
WBGene00009215
WBGene00013086
WBGene00001686
WBGene00013453
WBGene00008566
WBGene00019082
WBGene00044702
WBGene00018416
WBGene00022642
WBGene00017343
WBGene00014097
WBGene00001693
WBGene00000785
WBGene00003219
WBGene00008707
WBGene00021311
WBGene00008567
WBGene00020758
WBGene00011576
WBGene00012608
WBGene00010051
WBGene00008535
